"LAYER","NAME","LAT","LON"
"Onchoprion Sp. (D)","D173",-16.60686445,145.9731359
"Onchoprion Sp. (D)","D174",-16.60686225,145.9731396
"Onchoprion Sp. (D)","D175",-16.60686083,145.9731431
"Onchoprion Sp. (D)","D176",-16.60686108,145.9731474
"Onchoprion Sp. (D)","D177",-16.60686154,145.9731503
"Onchoprion Sp. (D)","D178",-16.60686075,145.9731553
"Onchoprion Sp. (D)","D179",-16.60686196,145.9731616
"Onchoprion Sp. (D)","D180",-16.60686192,145.9731661
"Onchoprion Sp. (D)","D181",-16.6068637,145.973169
"Onchoprion Sp. (D)","D182",-16.60686516,145.9731639
"Onchoprion Sp. (D)","D183",-16.60686874,145.9731665
"Onchoprion Sp. (D)","D184",-16.6068692,145.9731625
"Onchoprion Sp. (D)","D185",-16.60686658,145.9731609
"Onchoprion Sp. (D)","D186",-16.60686412,145.9731577
"Onchoprion Sp. (D)","D187",-16.60686512,145.973154
"Onchoprion Sp. (D)","D188",-16.60686824,145.9731554
"Onchoprion Sp. (D)","D189",-16.60687007,145.9731581
"Onchoprion Sp. (D)","D190",-16.60686836,145.9731515
"Onchoprion Sp. (D)","D191",-16.6068702,145.9731485
"Onchoprion Sp. (D)","D192",-16.60686429,145.9731473
"Onchoprion Sp. (D)","D193",-16.60686499,145.9731422
"Onchoprion Sp. (D)","D194",-16.60686841,145.973139
"Onchoprion Sp. (D)","D195",-16.60686737,145.973135
"Onchoprion Sp. (D)","D196",-16.60687065,145.9731366
"Onchoprion Sp. (D)","D197",-16.60686749,145.9731283
"Onchoprion Sp. (D)","D198",-16.60687069,145.9731311
"Onchoprion Sp. (D)","D199",-16.60687032,145.9731279
"Onchoprion Sp. (D)","D200",-16.60687302,145.9731279
"Onchoprion Sp. (D)","D201",-16.6068776,145.9731277
"Onchoprion Sp. (D)","D202",-16.6068808,145.973127
"Onchoprion Sp. (D)","D203",-16.6068828,145.9731303
"Onchoprion Sp. (D)","D204",-16.6068791,145.9731321
"Onchoprion Sp. (D)","D205",-16.60687506,145.973133
"Onchoprion Sp. (D)","D206",-16.60687207,145.9731327
"Onchoprion Sp. (D)","D207",-16.60687352,145.9731376
"Onchoprion Sp. (D)","D208",-16.6068709,145.9731394
"Onchoprion Sp. (D)","D209",-16.60687669,145.9731366
"Onchoprion Sp. (D)","D210",-16.60688031,145.9731363
"Onchoprion Sp. (D)","D211",-16.60687635,145.9731402
"Onchoprion Sp. (D)","D212",-16.6068756,145.9731431
"Onchoprion Sp. (D)","D213",-16.60687889,145.9731433
"Onchoprion Sp. (D)","D214",-16.60688118,145.973141
"Onchoprion Sp. (D)","D215",-16.60688184,145.973147
"Onchoprion Sp. (D)","D216",-16.60687877,145.973148
"Onchoprion Sp. (D)","D217",-16.6068756,145.9731472
"Onchoprion Sp. (D)","D218",-16.60687294,145.9731496
"Onchoprion Sp. (D)","D219",-16.60687154,145.9731536
"Onchoprion Sp. (D)","D220",-16.60687417,145.9731523
"Onchoprion Sp. (D)","D221",-16.60687557,145.9731558
"Onchoprion Sp. (D)","D222",-16.60687802,145.9731533
"Onchoprion Sp. (D)","D223",-16.60687998,145.9731565
"Onchoprion Sp. (D)","D224",-16.60687641,145.9731592
"Onchoprion Sp. (D)","D225",-16.60687989,145.9731507
"Onchoprion Sp. (D)","D226",-16.60685729,145.9731735
"Onchoprion Sp. (D)","D227",-16.60687239,145.9731634
"Onchoprion Sp. (D)","D228",-16.60687283,145.973171
"Onchoprion Sp. (D)","D229",-16.6068751,145.9731628
"Onchoprion Sp. (D)","D230",-16.60688217,145.9731681
"Onchoprion Sp. (D)","D231",-16.6068846,145.9731623
"Onchoprion Sp. (D)","D232",-16.60688208,145.9731602
"Onchoprion Sp. (D)","D233",-16.60688576,145.9731579
"Onchoprion Sp. (D)","D234",-16.60688271,145.9731553
"Onchoprion Sp. (D)","D235",-16.60688246,145.9731532
"Onchoprion Sp. (D)","D236",-16.60688334,145.9731501
"Onchoprion Sp. (D)","D237",-16.60688329,145.973144
"Onchoprion Sp. (D)","D238",-16.60688677,145.9731454
"Onchoprion Sp. (D)","D239",-16.60688677,145.973151
"Onchoprion Sp. (D)","D240",-16.60688527,145.9731384
"Onchoprion Sp. (D)","D241",-16.60688547,145.9731334
"Onchoprion Sp. (D)","D242",-16.606889,145.973138
"Onchoprion Sp. (D)","D243",-16.60689331,145.9731375
"Onchoprion Sp. (D)","D244",-16.60689181,145.9731462
"Onchoprion Sp. (D)","D245",-16.6068906,145.9731513
"Onchoprion Sp. (D)","D246",-16.60689075,145.973155
"Onchoprion Sp. (D)","D247",-16.60689046,145.9731593
"Onchoprion Sp. (D)","D248",-16.60689079,145.9731623
"Onchoprion Sp. (D)","D249",-16.60689113,145.9731664
"Onchoprion Sp. (D)","D250",-16.60689394,145.9731615
"Onchoprion Sp. (D)","D251",-16.60689317,145.9731541
"Onchoprion Sp. (D)","D252",-16.60689719,145.9731569
"Onchoprion Sp. (D)","D253",-16.60689632,145.9731486
"Onchoprion Sp. (D)","D254",-16.60688601,145.9731534
"Onchoprion Sp. (D)","D255",-16.60688778,145.9731603
"Onchoprion Sp. (D)","D256",-16.60689045,145.9731338
"Onchoprion Sp. (D)","D257",-16.60689399,145.9731315
"Onchoprion Sp. (D)","D258",-16.60689752,145.9731339
"Onchoprion Sp. (D)","D259",-16.60689773,145.9731412
"Onchoprion Sp. (D)","D260",-16.60690085,145.9731468
"Onchoprion Sp. (D)","D261",-16.60689826,145.9731293
"Onchoprion Sp. (D)","D262",-16.60689595,145.9731256
"Onchoprion Sp. (D)","D263",-16.60689122,145.9731274
"Onchoprion Sp. (D)","D264",-16.60688519,145.973126
"Onchoprion Sp. (D)","D265",-16.60688596,145.9731228
"Onchoprion Sp. (D)","D266",-16.6068847,145.9731196
"Onchoprion Sp. (D)","D267",-16.60688796,145.9731183
"Onchoprion Sp. (D)","D268",-16.60689045,145.9731176
"Onchoprion Sp. (D)","D269",-16.60689389,145.9731442
"Onchoprion Sp. (D)","D270",-16.60688303,145.9731234
"Onchoprion Sp. (D)","D271",-16.6068811,145.9731188
"Onchoprion Sp. (D)","D272",-16.60688168,145.9731158
"Onchoprion Sp. (D)","D273",-16.60688556,145.9731101
"Onchoprion Sp. (D)","D274",-16.60688584,145.9731128
"Onchoprion Sp. (D)","D275",-16.60688908,145.9731125
"Onchoprion Sp. (D)","D276",-16.6068918,145.9731144
"Onchoprion Sp. (D)","D277",-16.60689158,145.973111
"Onchoprion Sp. (D)","D278",-16.60689044,145.9731225
"Onchoprion Sp. (D)","D279",-16.60689389,145.9731232
"Onchoprion Sp. (D)","D280",-16.60689533,145.9731182
"Onchoprion Sp. (D)","D281",-16.6068977,145.9731159
"Onchoprion Sp. (D)","D282",-16.60690066,145.9731195
"Onchoprion Sp. (D)","D283",-16.60690029,145.9731229
"Onchoprion Sp. (D)","D284",-16.60690348,145.9731249
"Onchoprion Sp. (D)","D285",-16.60690099,145.9731297
"Onchoprion Sp. (D)","D286",-16.60688887,145.9730952
"Onchoprion Sp. (D)","D287",-16.60689025,145.9730987
"Onchoprion Sp. (D)","D288",-16.60689108,145.973107
"Onchoprion Sp. (D)","D289",-16.60689422,145.9731088
"Onchoprion Sp. (D)","D290",-16.60689615,145.9731068
"Onchoprion Sp. (D)","D291",-16.60689502,145.9731033
"Onchoprion Sp. (D)","D292",-16.60689787,145.9731044
"Onchoprion Sp. (D)","D293",-16.60690057,145.9731063
"Onchoprion Sp. (D)","D294",-16.60689937,145.973102
"Onchoprion Sp. (D)","D295",-16.60690069,145.9730996
"Onchoprion Sp. (D)","D296",-16.60689876,145.9730995
"Onchoprion Sp. (D)","D297",-16.60689385,145.9730989
"Onchoprion Sp. (D)","D298",-16.6068957,145.9730962
"Onchoprion Sp. (D)","D299",-16.6069008,145.9730924
"Onchoprion Sp. (D)","D300",-16.60677016,145.9732393
"Onchoprion Sp. (D)","D301",-16.60687401,145.9732642
"Onchoprion Sp. (D)","D302",-16.60680482,145.9734221
"Onchoprion Sp. (D)","D303",-16.60680953,145.9734204
"Onchoprion Sp. (D)","D304",-16.60680661,145.9734276
"Onchoprion Sp. (D)","D305",-16.60681075,145.9734254
"Onchoprion Sp. (D)","D306",-16.60681353,145.973424
"Onchoprion Sp. (D)","D307",-16.60682685,145.9734305
"Onchoprion Sp. (D)","D308",-16.60683529,145.9734594
"Onchoprion Sp. (D)","D309",-16.60692208,145.9735253
"Onchoprion Sp. (D)","D310",-16.6068136,145.9734825
"Onchoprion Sp. (D)","D311",-16.60681718,145.9734888
"Onchoprion Sp. (D)","D312",-16.60682104,145.9734915
"Onchoprion Sp. (D)","D313",-16.60679825,145.973532
"Onchoprion Sp. (D)","D314",-16.60690513,145.9738641
"Onchoprion Sp. (D)","D315",-16.60662141,145.9732966
"Onchoprion Sp. (D)","D316",-16.60698848,145.9732943
"Onchoprion Sp. (D)","D317",-16.60703524,145.9733329
"Onchoprion Sp. (D)","D318",-16.60675382,145.9735084
"Onchoprion Sp. (D)","D319",-16.60675016,145.9735132
"Onchoprion Sp. (D)","D320",-16.60674811,145.9735368
"Onchoprion Sp. (D)","D321",-16.60674917,145.9735417
"Onchoprion Sp. (D)","D322",-16.60675741,145.9735147
"Onchoprion Sp. (D)","D323",-16.60676053,145.9735177
"Onchoprion Sp. (D)","D324",-16.60675676,145.9735212
"Onchoprion Sp. (D)","D325",-16.60676603,145.9735191
"Onchoprion Sp. (D)","D326",-16.60676891,145.973522
"Onchoprion Sp. (D)","D327",-16.606757,145.9735366
"Onchoprion Sp. (D)","D328",-16.60676583,145.9735337
"Onchoprion Sp. (D)","D329",-16.60676802,145.9735346
"Onchoprion Sp. (D)","D330",-16.60676254,145.9735421
"Onchoprion Sp. (D)","D331",-16.60694617,145.9729747
"Onchoprion Sp. (D)","D332",-16.60642571,145.9734618
"Onchoprion Sp. (D)","D333",-16.60661405,145.9737273
"Onchoprion Sp. (D)","D334",-16.60666558,145.9737021
"Onchoprion Sp. (D)","D335",-16.60659749,145.9738175
"Onchoprion Sp. (D)","D336",-16.6066254,145.9738063
"Onchoprion Sp. (D)","D337",-16.60656523,145.9738106
"Onchoprion Sp. (D)","D338",-16.60667752,145.9736284
"Onchoprion Sp. (D)","D339",-16.60670107,145.9736913
"Onchoprion Sp. (D)","D341",-16.6068325,145.9736264
"Onchoprion Sp. (D)","D342",-16.60683528,145.9736277
"Onchoprion Sp. (D)","D343",-16.60683566,145.9736379
"Onchoprion Sp. (D)","D344",-16.60683147,145.9736376
"Onchoprion Sp. (D)","D345",-16.60683019,145.9736225
"Onchoprion Sp. (D)","D346",-16.60683448,145.9736224
"Onchoprion Sp. (D)","D347",-16.60682277,145.9736254
"Onchoprion Sp. (D)","D348",-16.60682534,145.9736275
"Onchoprion Sp. (D)","D349",-16.60681657,145.9736249
"Onchoprion Sp. (D)","D350",-16.6068171,145.9735986
"Onchoprion Sp. (D)","D351",-16.60681676,145.9736103
"Onchoprion Sp. (D)","D352",-16.60680102,145.9736083
"Onchoprion Sp. (D)","D353",-16.6065969,145.9739886
"Onchoprion Sp. (D)","D354",-16.60650286,145.9742935
"Onchoprion Sp. (D)","D355",-16.60659918,145.9742423
"Onchoprion Sp. (D)","D356",-16.60640112,145.9745168
"Onchoprion Sp. (D)","D357",-16.60638577,145.9745702
"Onchoprion Sp. (D)","D358",-16.6063802,145.9746774
"Onchoprion Sp. (D)","D359",-16.60637788,145.9746831
"Onchoprion Sp. (D)","D360",-16.6063802,145.9746823
"Onchoprion Sp. (D)","D361",-16.60638277,145.9747199
"Onchoprion Sp. (D)","D362",-16.60635966,145.974969
"Onchoprion Sp. (D)","D363",-16.6061904,145.9752041
"Onchoprion Sp. (D)","D364",-16.60639004,145.97516
"Onchoprion Sp. (D)","D365",-16.6061962,145.9752255
"Onchoprion Sp. (D)","D366",-16.60619888,145.9752199
"Onchoprion Sp. (D)","D367",-16.60620142,145.975217
"Onchoprion Sp. (D)","D368",-16.60634766,145.9751374
"Onchoprion Sp. (D)","D369",-16.60622324,145.975175
"Onchoprion Sp. (D)","D370",-16.6062312,145.9751585
"Onchoprion Sp. (D)","D371",-16.60623878,145.9751726
"Onchoprion Sp. (D)","D372",-16.60621529,145.9751256
"Onchoprion Sp. (D)","D373",-16.60645234,145.9748388
"Onchoprion Sp. (D)","D374",-16.6064488,145.9748471
"Onchoprion Sp. (D)","D375",-16.60644638,145.9748488
"Onchoprion Sp. (D)","D376",-16.60644986,145.9748495
"Onchoprion Sp. (D)","D377",-16.60644856,145.9748518
"Onchoprion Sp. (D)","D378",-16.60644807,145.9748558
"Onchoprion Sp. (D)","D379",-16.60644329,145.9748478
"Onchoprion Sp. (D)","D380",-16.60644225,145.9748434
"Onchoprion Sp. (D)","D381",-16.60644349,145.9748685
"Onchoprion Sp. (D)","D382",-16.60644493,145.9748649
"Onchoprion Sp. (D)","D383",-16.60643873,145.9748387
"Onchoprion Sp. (D)","D384",-16.60643434,145.9748411
"Onchoprion Sp. (D)","D385",-16.60644321,145.9748567
"Onchoprion Sp. (D)","D386",-16.60644801,145.9748093
"Onchoprion Sp. (D)","D387",-16.6064509,145.9747951
"Onchoprion Sp. (D)","D388",-16.60645374,145.9747969
"Onchoprion Sp. (D)","D389",-16.60645573,145.9748026
"Onchoprion Sp. (D)","D390",-16.6064568,145.9747982
"Onchoprion Sp. (D)","D391",-16.60646105,145.9748001
"Onchoprion Sp. (D)","D392",-16.60646023,145.9747925
"Onchoprion Sp. (D)","D393",-16.60645669,145.974772
"Onchoprion Sp. (D)","D394",-16.6064575,145.9747747
"Onchoprion Sp. (D)","D395",-16.60645697,145.9747782
"Onchoprion Sp. (D)","D396",-16.60646013,145.9747758
"Onchoprion Sp. (D)","D397",-16.60646248,145.9747786
"Onchoprion Sp. (D)","D398",-16.60645956,145.97478
"Onchoprion Sp. (D)","D399",-16.60645944,145.9747846
"Onchoprion Sp. (D)","D400",-16.60646252,145.9747834
"Onchoprion Sp. (D)","D401",-16.60646693,145.9747817
"Onchoprion Sp. (D)","D402",-16.60646458,145.974787
"Onchoprion Sp. (D)","D403",-16.60646082,145.9747873
"Onchoprion Sp. (D)","D404",-16.60645835,145.97479
"Onchoprion Sp. (D)","D405",-16.6064558,145.9747906
"Onchoprion Sp. (D)","D407",-16.60646918,145.9747893
"Onchoprion Sp. (D)","D408",-16.60646286,145.9747903
"Onchoprion Sp. (D)","D409",-16.6064619,145.9748059
"Onchoprion Sp. (D)","D410",-16.60645908,145.9748062
"Onchoprion Sp. (D)","D411",-16.60646067,145.9748112
"Onchoprion Sp. (D)","D412",-16.60646325,145.9748143
"Onchoprion Sp. (D)","D413",-16.60646208,145.9748182
"Onchoprion Sp. (D)","D413",-16.6064413,145.9746184
"Onchoprion Sp. (D)","D721",-16.60677381,145.9742013
"Onchoprion Sp. (D)","D414",-16.60676352,145.9740638
"Onchoprion Sp. (D)","D415",-16.60680965,145.9737312
"Onchoprion Sp. (D)","D416",-16.60681363,145.9737354
"Onchoprion Sp. (D)","D417",-16.6068177,145.9737314
"Onchoprion Sp. (D)","D418",-16.60682032,145.973739
"Onchoprion Sp. (D)","D419",-16.60682435,145.9737365
"Onchoprion Sp. (D)","D420",-16.60682471,145.9737401
"Onchoprion Sp. (D)","D421",-16.60682264,145.9737427
"Onchoprion Sp. (D)","D422",-16.60681853,145.9737418
"Onchoprion Sp. (D)","D423",-16.60682088,145.9737466
"Onchoprion Sp. (D)","D424",-16.60680459,145.9737866
"Onchoprion Sp. (D)","D425",-16.6066071,145.9739209
"Onchoprion Sp. (D)","D426",-16.60661152,145.9739186
"Onchoprion Sp. (D)","D427",-16.60661213,145.9739227
"Onchoprion Sp. (D)","D428",-16.60661822,145.9739278
"Onchoprion Sp. (D)","D429",-16.60662435,145.9739292
"Onchoprion Sp. (D)","D431",-16.6066151,145.9739159
"Onchoprion Sp. (D)","D432",-16.60661057,145.9739122
"Onchoprion Sp. (D)","D433",-16.60660561,145.9739063
"Onchoprion Sp. (D)","D434",-16.60661003,145.9739062
"Onchoprion Sp. (D)","D435",-16.60661333,145.9739029
"Onchoprion Sp. (D)","D436",-16.60661518,145.9739056
"Onchoprion Sp. (D)","D437",-16.60661775,145.9739084
"Onchoprion Sp. (D)","D438",-16.60660448,145.9739004
"Onchoprion Sp. (D)","D439",-16.60660946,145.9739013
"Onchoprion Sp. (D)","D440",-16.60661178,145.9738933
"Onchoprion Sp. (D)","D441",-16.6066149,145.9738992
"Onchoprion Sp. (D)","D442",-16.6065902,145.9739001
"Onchoprion Sp. (D)","D443",-16.60659281,145.9738962
"Onchoprion Sp. (D)","D444",-16.60665339,145.9739853
"Onchoprion Sp. (D)","D445",-16.60665939,145.9739975
"Onchoprion Sp. (D)","D446",-16.60665798,145.9740006
"Onchoprion Sp. (D)","D447",-16.60665707,145.9740028
"Onchoprion Sp. (D)","D722",-16.60679668,145.9738709
"Onchoprion Sp. (D)","D448",-16.60671453,145.9739593
"Onchoprion Sp. (D)","D449",-16.60671774,145.9739619
"Onchoprion Sp. (D)","D450",-16.60671624,145.9739667
"Onchoprion Sp. (D)","D451",-16.60671538,145.9739704
"Onchoprion Sp. (D)","D452",-16.60671197,145.9739666
"Onchoprion Sp. (D)","D453",-16.60671186,145.9739626
"Onchoprion Sp. (D)","D454",-16.60671225,145.9739738
"Onchoprion Sp. (D)","D455",-16.60671088,145.9739796
"Onchoprion Sp. (D)","D456",-16.6067152,145.9739813
"Onchoprion Sp. (D)","D457",-16.60672042,145.9739848
"Onchoprion Sp. (D)","D458",-16.60671483,145.9739873
"Onchoprion Sp. (D)","D459",-16.60671635,145.9739915
"Onchoprion Sp. (D)","D460",-16.60672297,145.9739907
"Onchoprion Sp. (D)","D461",-16.60671854,145.9739946
"Onchoprion Sp. (D)","D462",-16.60672151,145.9739968
"Onchoprion Sp. (D)","D463",-16.60672569,145.9739983
"Onchoprion Sp. (D)","D464",-16.60672293,145.9739995
"Onchoprion Sp. (D)","D465",-16.60671946,145.973999
"Onchoprion Sp. (D)","D466",-16.60671596,145.9739992
"Onchoprion Sp. (D)","D467",-16.60671921,145.9740024
"Onchoprion Sp. (D)","D468",-16.60671447,145.9740053
"Onchoprion Sp. (D)","D469",-16.60671794,145.974008
"Onchoprion Sp. (D)","D470",-16.60671539,145.9740098
"Onchoprion Sp. (D)","D471",-16.60671518,145.9740131
"Onchoprion Sp. (D)","D472",-16.60671384,145.9740167
"Onchoprion Sp. (D)","D473",-16.60671663,145.9740159
"Onchoprion Sp. (D)","D474",-16.60671405,145.9740203
"Onchoprion Sp. (D)","D475",-16.60671313,145.9740257
"Onchoprion Sp. (D)","D476",-16.60671667,145.9740234
"Onchoprion Sp. (D)","D477",-16.60671706,145.9740188
"Onchoprion Sp. (D)","D478",-16.60672233,145.9740148
"Onchoprion Sp. (D)","D479",-16.60672236,145.9740231
"Onchoprion Sp. (D)","D480",-16.60672711,145.9740166
"Onchoprion Sp. (D)","D481",-16.60672693,145.9740134
"Onchoprion Sp. (D)","D482",-16.60672003,145.97401
"Onchoprion Sp. (D)","D483",-16.60672042,145.9740066
"Onchoprion Sp. (D)","D484",-16.60672374,145.9740042
"Onchoprion Sp. (D)","D485",-16.60672481,145.9740016
"Onchoprion Sp. (D)","D486",-16.60672785,145.9740057
"Onchoprion Sp. (D)","D487",-16.60673015,145.9740093
"Onchoprion Sp. (D)","D488",-16.60672498,145.9740071
"Onchoprion Sp. (D)","D489",-16.6067236,145.9740096
"Onchoprion Sp. (D)","D490",-16.60673634,145.9740046
"Onchoprion Sp. (D)","D491",-16.6067409,145.9740037
"Onchoprion Sp. (D)","D492",-16.60674511,145.9740043
"Onchoprion Sp. (D)","D493",-16.60671982,145.9740273
"Onchoprion Sp. (D)","D494",-16.6067176,145.9740277
"Onchoprion Sp. (D)","D495",-16.60671527,145.9740281
"Onchoprion Sp. (D)","D496",-16.60671319,145.9740305
"Onchoprion Sp. (D)","D497",-16.60671772,145.9740325
"Onchoprion Sp. (D)","D498",-16.60672142,145.9740322
"Onchoprion Sp. (D)","D499",-16.60672004,145.9740361
"Onchoprion Sp. (D)","D500",-16.60671357,145.9740394
"Onchoprion Sp. (D)","D501",-16.60671841,145.9740406
"Onchoprion Sp. (D)","D502",-16.60671555,145.9740433
"Onchoprion Sp. (D)","D503",-16.60671887,145.9740439
"Onchoprion Sp. (D)","D504",-16.60671869,145.9740475
"Onchoprion Sp. (D)","D505",-16.60671388,145.9740495
"Onchoprion Sp. (D)","D506",-16.60671944,145.9740503
"Onchoprion Sp. (D)","D507",-16.60672099,145.9740482
"Onchoprion Sp. (D)","D508",-16.60672247,145.9740504
"Onchoprion Sp. (D)","D509",-16.60672033,145.9740531
"Onchoprion Sp. (D)","D510",-16.60672467,145.9740541
"Onchoprion Sp. (D)","D511",-16.60671877,145.9740586
"Onchoprion Sp. (D)","D512",-16.60671521,145.9740659
"Onchoprion Sp. (D)","D513",-16.60672682,145.9740506
"Onchoprion Sp. (D)","D514",-16.60672679,145.9740462
"Onchoprion Sp. (D)","D515",-16.60673143,145.9740448
"Onchoprion Sp. (D)","D516",-16.60672795,145.9740418
"Onchoprion Sp. (D)","D517",-16.60673096,145.9740365
"Onchoprion Sp. (D)","D518",-16.60672541,145.9740357
"Onchoprion Sp. (D)","D519",-16.60670679,145.97406
"Onchoprion Sp. (D)","D520",-16.60670973,145.9740611
"Onchoprion Sp. (D)","D521",-16.6067081,145.974063
"Onchoprion Sp. (D)","D522",-16.60670769,145.9740656
"Onchoprion Sp. (D)","D523",-16.6067115,145.9740652
"Onchoprion Sp. (D)","D524",-16.60670756,145.9740695
"Onchoprion Sp. (D)","D525",-16.60670402,145.9740706
"Onchoprion Sp. (D)","D526",-16.60653077,145.9744587
"Onchoprion Sp. (D)","D527",-16.60647589,145.9746082
"Onchoprion Sp. (D)","D528",-16.60647955,145.9746065
"Onchoprion Sp. (D)","D529",-16.60647927,145.9746113
"Onchoprion Sp. (D)","D530",-16.6064611,145.9747731
"Onchoprion Sp. (D)","D531",-16.60646378,145.9747766
"Onchoprion Sp. (D)","D532",-16.60646674,145.9747745
"Onchoprion Sp. (D)","D533",-16.60646879,145.974779
"Onchoprion Sp. (D)","D534",-16.60669883,145.9739504
"Onchoprion Sp. (D)","D535",-16.60669856,145.9739541
"Onchoprion Sp. (D)","D536",-16.60669906,145.9739583
"Onchoprion Sp. (D)","D537",-16.6066969,145.9739635
"Onchoprion Sp. (D)","D538",-16.6066952,145.9739725
"Onchoprion Sp. (D)","D539",-16.60670164,145.9739624
"Onchoprion Sp. (D)","D540",-16.60670309,145.9739583
"Onchoprion Sp. (D)","D541",-16.60670441,145.9739542
"Onchoprion Sp. (D)","D542",-16.60670841,145.9739554
"Onchoprion Sp. (D)","D543",-16.60671041,145.9739583
"Onchoprion Sp. (D)","D544",-16.60670529,145.9739609
"Onchoprion Sp. (D)","D545",-16.606708,145.9739634
"Onchoprion Sp. (D)","D546",-16.60670912,145.9739658
"Onchoprion Sp. (D)","D547",-16.60670739,145.9739674
"Onchoprion Sp. (D)","D548",-16.60670447,145.9739682
"Onchoprion Sp. (D)","D549",-16.60670535,145.9739718
"Onchoprion Sp. (D)","D550",-16.6067087,145.9739739
"Onchoprion Sp. (D)","D551",-16.60670996,145.9739692
"Onchoprion Sp. (D)","D552",-16.60669573,145.9739789
"Onchoprion Sp. (D)","D553",-16.60669129,145.9739724
"Onchoprion Sp. (D)","D554",-16.60669996,145.9739739
"Onchoprion Sp. (D)","D555",-16.60669878,145.9739726
"Onchoprion Sp. (D)","D556",-16.60668505,145.9739728
"Onchoprion Sp. (D)","D557",-16.60668173,145.9739737
"Onchoprion Sp. (D)","D558",-16.60667913,145.9739757
"Onchoprion Sp. (D)","D559",-16.60668067,145.9739778
"Onchoprion Sp. (D)","D560",-16.60667333,145.9739791
"Onchoprion Sp. (D)","D561",-16.6066694,145.9739804
"Onchoprion Sp. (D)","D562",-16.6066538,145.9739806
"Onchoprion Sp. (D)","D563",-16.60663377,145.9738686
"Onchoprion Sp. (D)","D564",-16.60662544,145.9738778
"Onchoprion Sp. (D)","D565",-16.60662839,145.9738817
"Onchoprion Sp. (D)","D566",-16.60662629,145.9738875
"Onchoprion Sp. (D)","D567",-16.60662916,145.9738913
"Onchoprion Sp. (D)","D568",-16.6066327,145.9738932
"Onchoprion Sp. (D)","D569",-16.60663266,145.9738891
"Onchoprion Sp. (D)","D570",-16.60663185,145.973885
"Onchoprion Sp. (D)","D571",-16.60663211,145.9738813
"Onchoprion Sp. (D)","D572",-16.60663803,145.9738765
"Onchoprion Sp. (D)","D573",-16.60663919,145.9738891
"Onchoprion Sp. (D)","D574",-16.60662956,145.9738952
"Onchoprion Sp. (D)","D575",-16.60662743,145.9738993
"Onchoprion Sp. (D)","D576",-16.60662732,145.9739029
"Onchoprion Sp. (D)","D577",-16.60663011,145.9739081
"Onchoprion Sp. (D)","D578",-16.60665385,145.9739007
"Onchoprion Sp. (D)","D579",-16.60665301,145.9739034
"Onchoprion Sp. (D)","D580",-16.60665045,145.973905
"Onchoprion Sp. (D)","D581",-16.60665502,145.9739053
"Onchoprion Sp. (D)","D582",-16.6066575,145.9739091
"Onchoprion Sp. (D)","D583",-16.60666094,145.9739129
"Onchoprion Sp. (D)","D584",-16.60664809,145.9739077
"Onchoprion Sp. (D)","D585",-16.60665235,145.9739106
"Onchoprion Sp. (D)","D586",-16.60664686,145.9739149
"Onchoprion Sp. (D)","D587",-16.60664951,145.9739139
"Onchoprion Sp. (D)","D588",-16.60664263,145.9739159
"Onchoprion Sp. (D)","D589",-16.60664356,145.9739202
"Onchoprion Sp. (D)","D590",-16.60664618,145.9739192
"Onchoprion Sp. (D)","D591",-16.60664041,145.9739227
"Onchoprion Sp. (D)","D592",-16.60664331,145.9739259
"Onchoprion Sp. (D)","D593",-16.60664316,145.9739294
"Onchoprion Sp. (D)","D594",-16.60663912,145.9739287
"Onchoprion Sp. (D)","D595",-16.60663697,145.9739262
"Onchoprion Sp. (D)","D596",-16.60663584,145.9739225
"Onchoprion Sp. (D)","D597",-16.60663172,145.9739236
"Onchoprion Sp. (D)","D598",-16.606628,145.9739247
"Onchoprion Sp. (D)","D599",-16.60663031,145.973926
"Onchoprion Sp. (D)","D600",-16.60663112,145.9739279
"Onchoprion Sp. (D)","D601",-16.60662996,145.9739323
"Onchoprion Sp. (D)","D602",-16.60663412,145.9739281
"Onchoprion Sp. (D)","D603",-16.60663406,145.9739326
"Onchoprion Sp. (D)","D604",-16.60663581,145.9739362
"Onchoprion Sp. (D)","D605",-16.60663831,145.9739333
"Onchoprion Sp. (D)","D606",-16.60663404,145.9739388
"Onchoprion Sp. (D)","D607",-16.6066317,145.9739463
"Onchoprion Sp. (D)","D608",-16.60663693,145.9739423
"Onchoprion Sp. (D)","D609",-16.60662937,145.9739624
"Onchoprion Sp. (D)","D610",-16.60663308,145.9739578
"Onchoprion Sp. (D)","D611",-16.60663576,145.9739616
"Onchoprion Sp. (D)","D612",-16.60664165,145.9739635
"Onchoprion Sp. (D)","D613",-16.60663662,145.9739459
"Onchoprion Sp. (D)","D614",-16.60658709,145.9738844
"Onchoprion Sp. (D)","D615",-16.60663453,145.9738959
"Onchoprion Sp. (D)","D616",-16.60666957,145.9739174
"Onchoprion Sp. (D)","D617",-16.60666403,145.9739192
"Onchoprion Sp. (D)","D618",-16.60666519,145.9739223
"Onchoprion Sp. (D)","D619",-16.60666775,145.9739249
"Onchoprion Sp. (D)","D620",-16.60666498,145.9739282
"Onchoprion Sp. (D)","D621",-16.60666936,145.9739299
"Onchoprion Sp. (D)","D622",-16.606673,145.973927
"Onchoprion Sp. (D)","D623",-16.60667077,145.9739213
"Onchoprion Sp. (D)","D624",-16.60667536,145.9739247
